Time,channel,V RMS,C RMS,V MOM,C MOM,V FUND,C FUND,V PERIOD,C PHASE SH,V SAG TIME,V SWELL TIME,C SWELL TIME,EN_ACT,EN_REACT,EN_APP,POW_ACT,POW_REACT,POW_APP,AHACC
305,1,35,9,-103,3,6,22,386,13600,0,0,0,0,0,0,0,-2,0,0
305,2,35,832,-75,56,6,-66,265,11840,0,0,0,0,0,1,-2,-3,33,0
306,1,35,11,13,23,-36,21,191,10032,0,0,0,0,0,0,0,-2,0,0
306,2,35,832,19,-2,-28,-13,475,13776,0,0,0,0,0,1,2,-3,33,0
307,1,35,9,-81,8,-31,0,66,13736,0,0,0,0,0,0,-2,0,0,0
307,2,35,832,-32,5,-31,-29,154,14368,0,0,0,0,0,1,-2,-2,35,0
308,1,35,9,35,3,7,22,134,11064,0,0,0,0,0,0,-2,-2,0,0
308,2,35,832,-50,-55,11,36,208,11072,0,0,0,0,0,1,-2,-2,35,0
309,1,35,9,9,14,4,19,432,10528,0,0,0,0,0,0,0,-2,0,0
309,2,35,832,-55,-31,3,22,108,11768,0,0,0,0,0,1,0,-2,35,0
310,1,35,9,-43,11,11,0,303,7888,0,0,0,0,0,0,0,0,0,0
310,2,35,834,-52,-97,4,60,258,10144,0,0,0,0,0,1,1,-4,35,0
311,1,35,9,-92,18,-32,23,598,12128,0,0,0,0,0,0,0,-2,0,0
311,2,35,834,-56,-66,-29,38,110,14920,0,0,0,0,0,1,0,-2,35,0
312,1,35,9,69,8,-29,22,830,10352,0,0,0,0,0,0,-2,-2,0,0
312,2,35,831,56,-57,26,31,18,16048,0,0,0,0,0,1,0,-3,35,0
313,1,35,9,70,18,2,0,25,11568,0,0,0,0,0,0,-2,-2,0,0
313,2,35,831,134,-87,-29,54,333,9712,0,0,0,0,0,1,-3,-3,35,0
314,1,35,9,98,8,19,22,555,9376,0,0,0,0,0,0,0,-2,0,0
314,2,35,831,-37,-118,-27,70,190,11320,0,0,0,0,0,1,-2,-2,35,0
315,1,35,9,-47,5,20,20,720,11416,0,0,0,0,0,0,0,-2,0,0
315,2,35,831,-136,-115,-29,66,106,13680,0,0,0,0,0,1,-3,-2,35,0
316,1,35,11,50,14,16,0,179,14864,0,0,0,0,0,0,-2,-2,0,0
316,2,35,831,-43,-122,4,75,112,10352,0,0,0,0,0,1,0,-2,35,0
317,1,35,9,-61,1,-25,0,283,9944,0,0,0,0,0,0,0,-2,0,0
317,2,35,831,-25,-131,-29,76,258,12520,0,0,0,0,0,1,-4,-3,35,0
318,1,35,9,-117,19,2,3,309,12104,0,0,0,0,0,0,-2,-2,0,0
318,2,35,834,-85,-170,-42,91,183,12272,0,0,0,0,0,1,-3,-3,35,0
319,1,35,11,-27,8,7,1,17,14096,0,0,0,0,0,0,0,-2,0,0
319,2,35,834,-53,-187,9,99,472,13880,0,0,0,0,0,1,-2,-3,35,0
320,1,35,9,46,22,8,23,169,11272,0,0,0,0,0,0,-2,-2,0,0
320,2,35,834,-27,-176,-31,94,45,11872,0,0,0,0,0,1,1,-2,35,0
321,1,35,9,16,23,0,0,154,15200,0,0,0,0,0,0,-2,-2,0,0
321,2,35,832,62,-220,-27,111,87,13648,0,0,0,0,0,1,-2,-3,35,0
322,1,35,9,20,19,0,21,434,9976,0,0,0,0,0,0,-2,-2,0,0
322,2,35,832,-47,-146,-28,89,215,12576,0,0,0,0,0,1,0,1,35,0
323,1,35,9,2,5,5,22,473,11440,0,0,0,0,0,0,0,0,0,0
323,2,35,831,45,-207,3,105,23,10592,0,0,0,0,0,1,6,-2,35,0
324,1,35,9,86,23,31,23,2,13592,0,0,0,0,0,0,0,-2,0,0
324,2,35,832,19,-156,8,94,85,15240,0,0,0,0,0,1,2,0,35,0
325,1,35,9,100,4,12,22,51,11880,0,0,0,0,0,0,-2,-2,0,0
325,2,35,831,76,-208,7,109,105,7752,0,0,0,0,0,1,1,-2,35,0
326,1,35,9,12,23,12,20,111,14192,0,0,0,0,0,0,0,-2,0,0
326,2,35,831,-47,-142,3,79,147,9568,0,0,0,0,0,1,3,1,31,0
327,1,35,11,-64,15,-30,23,189,13664,0,0,0,0,0,0,-2,-2,0,0
327,2,35,831,42,-176,6,98,352,13472,0,0,0,0,0,1,-4,-3,35,0
328,1,35,9,17,12,-28,19,62,10488,0,0,0,0,0,0,0,-2,0,0
328,2,35,831,2,-117,5,68,256,10648,0,0,0,0,0,1,0,-3,35,0
329,1,35,9,-92,7,-49,21,60,13192,0,0,0,0,0,0,-2,-2,0,0
329,2,35,831,-127,-126,-30,70,204,9408,0,0,0,0,0,1,-2,0,35,0
330,1,35,9,-52,16,28,0,168,11552,0,0,0,0,0,0,0,-2,0,0
330,2,35,831,-76,-75,-27,51,125,12960,0,0,0,0,0,1,0,-4,35,0
331,1,35,11,50,17,0,22,203,10168,0,0,0,0,0,0,0,-2,0,0
331,2,35,834,-43,-127,11,78,277,14080,0,0,0,0,0,1,-2,-3,35,0
332,1,35,9,74,11,16,2,260,10408,0,0,0,0,0,0,0,-2,0,0
332,2,35,834,-143,-61,7,43,574,16584,0,0,0,0,0,1,0,-2,35,0
333,1,35,9,18,11,-38,22,250,9576,0,0,0,0,0,0,-2,-2,0,0
333,2,35,832,53,-45,4,42,54,11848,0,0,0,0,0,1,2,0,35,0
334,1,35,9,8,7,6,22,32,9792,0,0,0,0,0,0,-2,-2,0,0
334,2,35,832,27,-49,-27,42,161,12320,0,0,0,0,0,1,-2,-2,35,0
335,1,35,11,-33,21,5,23,206,9648,0,0,0,0,0,0,-2,-2,0,0
335,2,35,834,15,-30,6,26,236,10176,0,0,0,0,0,1,1,0,35,0
336,1,35,9,-29,0,9,20,89,14016,0,0,0,0,0,0,-2,-2,0,0
336,2,35,832,19,-48,-33,33,622,9288,0,0,0,0,0,1,0,-2,35,0
337,1,35,9,-26,13,-29,19,27,13472,0,0,0,0,0,0,0,-2,0,0
337,2,35,834,63,-16,7,10,40,14648,0,0,0,0,0,1,1,0,35,0
338,1,35,9,-30,17,-28,23,814,8840,0,0,0,0,0,0,0,-2,0,0
338,2,35,832,-25,-16,5,9,214,11616,0,0,0,0,0,1,-3,0,35,0
339,1,35,9,-43,19,11,23,148,15680,0,0,0,0,0,0,0,-2,0,0
339,2,35,834,61,-2,10,4,104,15008,0,0,0,0,0,1,-3,-2,35,0
340,1,35,9,-72,29,5,0,124,11728,0,0,0,0,0,0,-2,-2,0,0
340,2,35,832,-109,-29,20,7,410,9400,0,0,0,0,0,1,-2,-3,39,0
341,1,35,9,44,7,-26,2,147,10160,0,0,0,0,0,0,-2,-2,0,0
341,2,35,834,-58,-5,-29,-12,363,10328,0,0,0,0,0,1,-2,-2,35,0
342,1,35,9,-34,18,6,23,17,12920,0,0,0,0,0,0,0,-2,0,0
342,2,35,834,-97,-8,16,-17,228,11592,0,0,0,0,0,1,-4,1,35,0
343,1,35,9,36,15,22,0,70,12672,0,0,0,0,0,0,0,-2,0,0
343,2,35,832,-26,31,7,-40,80,15224,0,0,0,0,0,1,1,0,35,0
344,1,35,9,18,15,-25,23,73,16016,0,0,0,0,0,0,0,-2,0,0
344,2,35,832,-64,10,7,-12,421,12920,0,0,0,0,0,1,0,-2,35,0
345,1,35,9,-36,0,-28,20,443,9832,0,0,0,0,0,0,0,-2,0,0
345,2,35,832,16,70,-26,-66,69,14328,0,0,0,0,0,1,1,-2,39,0
346,1,35,9,-42,2,3,0,209,9808,0,0,0,0,0,0,0,-2,0,0
346,2,35,832,54,-7,14,-16,15,15368,0,0,0,0,0,1,0,-3,35,0
347,1,35,11,6,2,3,2,37,13264,0,0,0,0,0,0,0,-2,0,0
347,2,35,832,22,65,1,-93,109,12416,0,0,0,0,0,1,0,-2,35,0
348,1,35,11,1,6,26,0,71,12216,0,0,0,0,0,0,-2,-2,0,0
348,2,35,832,19,11,-36,-35,215,11336,0,0,0,0,0,1,-3,-3,35,0
349,1,35,9,-51,13,-25,0,24,10408,0,0,0,0,0,0,-2,-2,0,0
349,2,35,834,-30,97,4,-94,277,10000,0,0,0,0,0,1,-3,-2,35,0
350,1,35,11,-66,21,-28,2,177,10736,0,0,0,0,0,0,-2,0,0,0
350,2,35,834,11,94,3,-131,82,13360,0,0,0,0,0,1,1,1,35,0
351,1,35,9,63,22,21,0,227,11432,0,0,0,0,0,0,-2,-2,0,0
351,2,35,832,58,97,1,-119,122,8192,0,0,0,0,0,1,1,-3,35,0
352,1,35,9,88,8,-45,0,167,12688,0,0,0,0,0,0,-2,-2,0,0
352,2,35,832,-92,104,-44,-147,68,13400,0,0,0,0,0,1,0,0,35,0
353,1,35,11,2,23,4,22,407,8360,0,0,0,0,0,0,0,-2,0,0
353,2,35,831,-28,111,10,-152,399,14144,0,0,0,0,0,1,0,-2,35,0
354,1,35,9,81,14,4,23,125,11496,0,0,0,0,0,0,0,-2,0,0
354,2,35,831,56,129,-29,-158,92,13440,0,0,0,0,0,1,1,-2,35,0
355,1,35,11,19,4,14,20,128,12776,0,0,0,0,0,0,0,-2,0,0
355,2,35,831,43,108,13,-191,361,11864,0,0,0,0,0,1,0,-4,35,0
356,1,35,11,-111,12,16,23,298,12888,0,0,0,0,0,0,-2,-2,0,0
356,2,35,831,-95,127,7,-181,113,17048,0,0,0,0,0,1,-2,-3,35,0
357,1,35,11,-33,10,-26,20,125,13384,0,0,0,0,0,0,-2,-2,0,0
357,2,35,831,-69,124,7,-207,96,13600,0,0,0,0,0,1,-2,-3,35,0
358,1,35,9,118,4,13,0,171,12536,0,0,0,0,0,0,0,-2,0,0
358,2,35,831,-42,125,6,-197,210,15184,0,0,0,0,0,1,-5,-2,35,0
359,1,35,9,-36,20,-25,23,160,13224,0,0,0,0,0,0,-2,-2,0,0
359,2,35,831,98,106,8,-197,169,11120,0,0,0,0,0,1,-5,-2,35,0
360,1,35,9,-86,14,1,21,465,14616,0,0,0,0,0,0,-2,-2,0,0
360,2,35,829,8,103,-32,-225,158,10528,0,0,0,0,0,1,2,-2,35,0
361,1,35,9,-62,7,17,0,229,13360,0,0,0,0,0,0,-2,-2,0,0
361,2,35,829,74,112,4,-182,99,9192,0,0,0,0,0,1,1,-2,35,0
362,1,35,9,72,6,8,0,125,12776,0,0,0,0,0,0,-2,-2,0,0
362,2,35,831,147,109,2,-216,70,11888,0,0,0,0,0,1,-2,-2,35,0
363,1,35,9,-31,20,4,22,560,9688,0,0,0,0,0,0,-2,-2,0,0
363,2,35,831,-26,128,9,-193,123,8112,0,0,0,0,0,1,0,0,40,0
364,1,35,9,-34,20,15,23,66,14832,0,0,0,0,0,0,-2,-2,0,0
364,2,35,829,77,109,11,-224,172,10264,0,0,0,0,0,1,0,-2,35,0
365,1,35,11,55,0,18,19,192,12480,0,0,0,0,0,0,0,-2,0,0
365,2,35,831,-50,127,1,-174,289,8008,0,0,0,0,0,1,-6,-2,35,0
366,1,35,9,-38,16,-33,21,155,12792,0,0,0,0,0,0,-2,-2,0,0
366,2,35,831,-50,107,13,-240,5,11992,0,0,0,0,0,1,-3,-2,35,0
367,1,35,9,40,3,7,1,294,8728,0,0,0,0,0,0,-2,0,0,0
367,2,35,832,-67,106,1,-184,131,10184,0,0,0,0,0,1,-3,1,31,0
368,1,35,9,65,8,24,21,150,13592,0,0,0,0,0,0,-2,-2,0,0
368,2,35,834,107,121,16,-236,40,11680,0,0,0,0,0,1,0,-2,35,0
369,1,35,9,-111,5,3,0,27,11816,0,0,0,0,0,0,-2,-2,0,0
369,2,35,834,-32,122,1,-230,33,8320,0,0,0,0,0,1,-3,-3,35,0
370,1,35,9,38,23,4,23,212,8168,0,0,0,0,0,0,0,-2,0,0
370,2,35,832,24,125,-30,-254,166,14792,0,0,0,0,0,1,-2,1,35,0
371,1,35,11,11,4,-30,1,55,12360,0,0,0,0,0,0,0,-2,0,0
371,2,35,834,40,100,3,-238,538,16432,0,0,0,0,0,1,1,-2,35,0
372,1,35,9,-28,17,2,3,172,8224,0,0,0,0,0,0,-2,-2,0,0
372,2,35,832,-107,117,0,-221,29,16024,0,0,0,0,0,1,-3,-3,35,0
373,1,35,11,13,17,17,19,301,11952,0,0,0,0,0,0,-2,-2,0,0
373,2,35,834,28,102,10,-244,601,11776,0,0,0,0,0,1,2,0,35,0
374,1,35,9,-34,11,7,0,511,13376,0,0,0,0,0,0,0,-2,0,0
374,2,35,834,4,108,-33,-236,234,10888,0,0,0,0,0,1,1,-2,35,0
375,1,35,9,-36,13,-27,1,87,13568,0,0,0,0,0,0,-2,-2,0,0
375,2,35,832,1,140,-44,-254,583,9992,0,0,0,0,0,1,0,0,35,0
376,1,35,9,-52,14,-40,20,56,11832,0,0,0,0,0,0,0,-2,0,0
376,2,35,832,-70,110,3,-239,132,14984,0,0,0,0,0,1,-3,1,40,0
377,1,35,9,-68,0,17,22,186,11912,0,0,0,0,0,0,0,-2,0,0
377,2,35,834,92,114,8,-225,31,16336,0,0,0,0,0,1,1,2,35,0
378,1,35,9,31,5,11,21,220,13024,0,0,0,0,0,0,-2,-2,0,0
378,2,35,834,30,108,13,-250,409,12456,0,0,0,0,0,1,-2,-4,35,0
379,1,35,11,-37,0,0,20,218,11440,0,0,0,0,0,0,0,-2,0,0
379,2,35,832,-37,105,9,-241,379,13080,0,0,0,0,0,1,1,-2,35,0
380,1,35,9,15,9,8,21,117,10376,0,0,0,0,0,0,-2,-2,0,0
380,2,35,832,-41,122,-26,-231,539,15208,0,0,0,0,0,1,-3,-2,35,0
381,1,35,9,-56,16,2,0,294,15064,0,0,0,0,0,0,-2,-2,0,0
381,2,35,832,-50,130,16,-249,504,12168,0,0,0,0,0,1,3,-3,35,0
382,1,35,9,-82,10,-37,23,355,12440,0,0,0,0,0,0,-2,-2,0,0
382,2,35,832,-38,104,-41,-245,15,7104,0,0,0,0,0,1,0,-3,35,0
383,1,35,11,-73,21,15,22,36,9896,0,0,0,0,0,0,-2,-2,0,0
383,2,35,834,65,138,10,236,238,10032,0,0,0,0,0,1,0,-3,35,0
384,1,35,9,46,18,7,0,970,10240,0,0,0,0,0,0,-2,-2,0,0
384,2,35,832,-78,135,13,-234,38,11992,0,0,0,0,0,1,1,-3,33,0
385,1,35,9,-42,9,10,23,20,11672,0,0,0,0,0,0,-2,-2,0,0
385,2,35,832,-117,126,0,213,108,10896,0,0,0,0,0,1,2,-2,35,0
386,1,35,11,-128,10,11,21,624,13160,0,0,0,0,0,0,0,-2,0,0
386,2,35,832,-37,116,11,-223,349,11968,0,0,0,0,0,1,-2,-2,35,0
387,1,35,11,-141,6,17,23,548,12600,0,0,0,0,0,0,-2,-2,0,0
387,2,35,832,17,126,4,222,21,13520,0,0,0,0,0,1,0,-2,35,0
388,1,35,9,-56,33,12,23,234,9648,0,0,0,0,0,0,-2,-2,0,0
388,2,35,832,-146,133,16,-252,75,12832,0,0,0,0,0,1,2,-2,35,0
389,1,35,9,-97,1,-25,23,132,12872,0,0,0,0,0,0,0,-2,0,0
389,2,35,834,6,118,10,181,29,10056,0,0,0,0,0,1,-3,-3,35,0
390,1,35,9,87,2,12,1,448,9048,0,0,0,0,0,0,-2,-2,0,0
390,2,35,832,57,128,-37,142,84,11376,0,0,0,0,0,1,-2,0,35,0
391,1,35,9,-107,13,7,23,108,14560,0,0,0,0,0,0,-2,-2,0,0
391,2,35,834,-43,115,21,133,165,12424,0,0,0,0,0,1,3,-4,35,0
392,1,35,9,-62,16,9,21,45,8120,0,0,0,0,0,0,-2,-2,0,0
392,2,35,201,0,20,2,1,218,10128,0,0,0,0,0,1,0,-2,8,0
393,1,35,9,-43,0,4,19,257,13064,0,0,0,0,0,0,0,-2,0,0
393,2,35,11,-39,2,-28,0,603,11848,0,0,0,0,0,1,-2,-2,0,0
394,1,35,9,9,-5,21,23,97,14568,0,0,0,0,0,0,0,-2,0,0
394,2,35,9,55,6,1,0,738,10768,0,0,0,0,0,1,0,-2,0,0
395,1,35,9,34,9,-37,22,123,9920,0,0,0,0,0,0,-2,-2,0,0
395,2,35,9,-37,22,2,2,102,12000,0,0,0,0,0,1,-2,-2,0,0
396,1,35,9,-69,8,7,0,119,10224,0,0,0,0,0,0,-2,-2,0,0
396,2,35,9,29,20,0,2,231,13336,0,0,0,0,0,1,-2,-2,0,0
397,1,35,9,-109,0,9,23,59,12032,0,0,0,0,0,0,-2,-2,0,0
397,2,35,9,-38,0,-33,2,128,9304,0,0,0,0,0,1,0,-2,0,0
398,1,35,11,4,12,-33,2,287,9744,0,0,0,0,0,0,-2,-2,0,0
398,2,35,9,37,14,-39,2,102,11976,0,0,0,0,0,1,-2,-2,0,0
399,1,35,9,0,5,-31,1,205,10568,0,0,0,0,0,0,-2,-2,0,0
399,2,35,9,97,20,-45,2,734,13400,0,0,0,0,0,1,0,-2,0,0
400,1,35,9,-60,0,13,22,66,12616,0,0,0,0,0,0,0,-2,0,0
400,2,35,9,43,15,0,3,156,9784,0,0,0,0,0,1,-2,0,0,0
401,1,35,9,10,13,-30,1,195,12672,0,0,0,0,0,0,0,-2,0,0
401,2,35,9,54,5,-31,1,724,11504,0,0,0,0,0,1,0,-2,0,0
402,1,35,11,26,13,1,3,241,16632,0,0,0,0,0,0,-2,-2,0,0
402,2,35,9,32,-1,17,2,153,13944,0,0,0,0,0,1,-2,-2,0,0
403,1,35,9,15,7,5,4,271,10784,0,0,0,0,0,0,0,-2,0,0
403,2,35,9,27,13,-35,0,167,11360,0,0,0,0,0,1,-2,-2,0,0
404,1,35,9,56,1,4,1,196,11688,0,0,0,0,0,0,-2,-2,0,0
404,2,35,9,32,2,12,1,256,12184,0,0,0,0,0,1,-2,-2,0,0
405,1,35,11,-25,19,-26,0,566,15448,0,0,0,0,0,0,0,-2,0,0
405,2,35,9,-64,4,-30,0,31,16448,0,0,0,0,0,1,-2,-2,0,0
406,1,35,9,-58,3,0,0,67,11488,0,0,0,0,0,0,-2,-2,0,0
406,2,35,9,1,18,4,23,378,11312,0,0,0,0,0,1,-2,-2,0,0
407,1,35,9,23,7,9,1,161,10184,0,0,0,0,0,0,-2,-2,0,0
407,2,35,9,-65,20,6,20,52,14288,0,0,0,0,0,1,0,-2,0,0
408,1,35,9,3,4,22,23,51,15184,0,0,0,0,0,0,0,-2,0,0
408,2,35,9,17,3,2,1,508,11824,0,0,0,0,0,1,0,-2,0,0
